,index,Treatment,Plant,SFW,Replicate,order,Continent,HostFamily,HostGroup,Dunnett_p,Hedges' g
724,77.0,P19,2.0,0.0354,R5,44.0,Europe,Brassicaceae,Brassicaceae,0.00677,
725,76.0,P19,1.0,0.021,R5,44.0,Europe,Brassicaceae,Brassicaceae,0.00677,
726,83.0,P19,4.0,0.0,R3,44.0,Europe,Brassicaceae,Brassicaceae,0.00677,
727,76.0,P19,1.0,0.020300000000000002,R4,44.0,Europe,Brassicaceae,Brassicaceae,0.00677,
728,78.0,P19,3.0,0.014199999999999999,R6A,44.0,Europe,Brassicaceae,Brassicaceae,0.00677,
729,77.0,P19,2.0,0.0092,R4,44.0,Europe,Brassicaceae,Brassicaceae,0.00677,
730,78.0,P19,3.0,0.0417,R4,44.0,Europe,Brassicaceae,Brassicaceae,0.00677,
731,81.0,P19,2.0,0.032,R3,44.0,Europe,Brassicaceae,Brassicaceae,0.00677,
732,80.0,P19,1.0,0.019,R3,44.0,Europe,Brassicaceae,Brassicaceae,0.00677,
733,76.0,P19,1.0,0.0040999999999999995,R6A,44.0,Europe,Brassicaceae,Brassicaceae,0.00677,
734,82.0,P19,3.0,0.0329,R3,44.0,Europe,Brassicaceae,Brassicaceae,0.00677,
735,77.0,P19,2.0,0.017,R6A,44.0,Europe,Brassicaceae,Brassicaceae,0.00677,
736,79.0,P19,4.0,0.0,R4,44.0,Europe,Brassicaceae,Brassicaceae,0.00677,
737,269.0,P68,2.0,0.0468,R7A,45.0,Europe,Brassicaceae,Brassicaceae,0.02181,
738,270.0,P68,3.0,0.0107,R7B,45.0,Europe,Brassicaceae,Brassicaceae,0.02181,
739,270.0,P68,3.0,0.030199999999999998,R5,45.0,Europe,Brassicaceae,Brassicaceae,0.02181,
740,269.0,P68,2.0,0.011,R5,45.0,Europe,Brassicaceae,Brassicaceae,0.02181,
741,268.0,P68,1.0,0.023,R5,45.0,Europe,Brassicaceae,Brassicaceae,0.02181,
742,270.0,P68,3.0,0.0091,R7A,45.0,Europe,Brassicaceae,Brassicaceae,0.02181,
743,271.0,P68,4.0,0.0077,R7B,45.0,Europe,Brassicaceae,Brassicaceae,0.02181,
744,268.0,P68,1.0,0.028,R7A,45.0,Europe,Brassicaceae,Brassicaceae,0.02181,
745,271.0,P68,4.0,0.033100000000000004,R4,45.0,Europe,Brassicaceae,Brassicaceae,0.02181,
746,270.0,P68,3.0,0.0424,R4,45.0,Europe,Brassicaceae,Brassicaceae,0.02181,
747,268.0,P68,1.0,0.0313,R4,45.0,Europe,Brassicaceae,Brassicaceae,0.02181,
748,268.0,P68,1.0,0.025,R7B,45.0,Europe,Brassicaceae,Brassicaceae,0.02181,
749,269.0,P68,2.0,0.0067,R7B,45.0,Europe,Brassicaceae,Brassicaceae,0.02181,
750,269.0,P68,2.0,0.052700000000000004,R4,45.0,Europe,Brassicaceae,Brassicaceae,0.02181,
751,271.0,P68,4.0,0.0,R7A,45.0,Europe,Brassicaceae,Brassicaceae,0.02181,
752,75.0,P18,4.0,0.0353,R7A,46.0,Europe,Brassicaceae,Brassicaceae,0.011,
753,78.0,P18,3.0,0.0188,R1,46.0,Europe,Brassicaceae,Brassicaceae,0.011,
754,79.0,P18,4.0,0.0123,R1,46.0,Europe,Brassicaceae,Brassicaceae,0.011,
755,76.0,P18,1.0,0.0059,R3,46.0,Europe,Brassicaceae,Brassicaceae,0.011,
756,77.0,P18,2.0,0.0105,R3,46.0,Europe,Brassicaceae,Brassicaceae,0.011,
757,78.0,P18,3.0,0.0218,R3,46.0,Europe,Brassicaceae,Brassicaceae,0.011,
758,79.0,P18,4.0,0.0046,R3,46.0,Europe,Brassicaceae,Brassicaceae,0.011,
759,73.0,P18,2.0,0.0357,R7A,46.0,Europe,Brassicaceae,Brassicaceae,0.011,
760,72.0,P18,1.0,0.0127,R4,46.0,Europe,Brassicaceae,Brassicaceae,0.011,
761,72.0,P18,1.0,0.0621,R7A,46.0,Europe,Brassicaceae,Brassicaceae,0.011,
762,77.0,P18,2.0,0.0053,R1,46.0,Europe,Brassicaceae,Brassicaceae,0.011,
763,74.0,P18,3.0,0.0556,R7A,46.0,Europe,Brassicaceae,Brassicaceae,0.011,
764,73.0,P18,2.0,0.02,R4,46.0,Europe,Brassicaceae,Brassicaceae,0.011,
765,74.0,P18,3.0,0.0253,R4,46.0,Europe,Brassicaceae,Brassicaceae,0.011,
766,75.0,P18,4.0,0.0476,R4,46.0,Europe,Brassicaceae,Brassicaceae,0.011,
767,76.0,P18,1.0,0.013,R1,46.0,Europe,Brassicaceae,Brassicaceae,0.011,
768,200.0,P51,1.0,0.0053,R5,47.0,unknown,Not plant,Not plant-isolated,0.00209,
769,204.0,P51,1.0,0.0218,R1,47.0,unknown,Not plant,Not plant-isolated,0.00209,
770,201.0,P51,2.0,0.0054,R5,47.0,unknown,Not plant,Not plant-isolated,0.00209,
771,202.0,P51,3.0,0.0,R5,47.0,unknown,Not plant,Not plant-isolated,0.00209,
772,203.0,P51,4.0,0.0249,R5,47.0,unknown,Not plant,Not plant-isolated,0.00209,
773,200.0,P51,1.0,0.0094,R7A,47.0,unknown,Not plant,Not plant-isolated,0.00209,
774,201.0,P51,2.0,0.0025,R7A,47.0,unknown,Not plant,Not plant-isolated,0.00209,
775,203.0,P51,4.0,0.0056,R7A,47.0,unknown,Not plant,Not plant-isolated,0.00209,
776,206.0,P51,3.0,0.0319,R1,47.0,unknown,Not plant,Not plant-isolated,0.00209,
777,202.0,P51,3.0,0.0489,R7A,47.0,unknown,Not plant,Not plant-isolated,0.00209,
778,203.0,P51,4.0,0.0293,R7B,47.0,unknown,Not plant,Not plant-isolated,0.00209,
779,202.0,P51,3.0,0.0151,R7B,47.0,unknown,Not plant,Not plant-isolated,0.00209,
780,201.0,P51,2.0,0.0479,R7B,47.0,unknown,Not plant,Not plant-isolated,0.00209,
781,200.0,P51,1.0,0.0389,R7B,47.0,unknown,Not plant,Not plant-isolated,0.00209,
782,205.0,P51,2.0,0.0485,R1,47.0,unknown,Not plant,Not plant-isolated,0.00209,
783,207.0,P51,4.0,0.0326,R1,47.0,unknown,Not plant,Not plant-isolated,0.00209,
784,141.0,P35,2.0,0.011300000000000001,R6A,48.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.14344,
785,142.0,P35,3.0,0.0086,R6A,48.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.14344,
786,143.0,P35,4.0,0.0022,R6A,48.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.14344,
787,140.0,P35,1.0,0.0244,R7A,48.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.14344,
788,145.0,P35,2.0,0.0153,R1,48.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.14344,
789,141.0,P35,2.0,0.0293,R7A,48.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.14344,
790,142.0,P35,3.0,0.0421,R7A,48.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.14344,
791,143.0,P35,4.0,0.0469,R7A,48.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.14344,
792,140.0,P35,1.0,0.0251,R6A,48.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.14344,
793,144.0,P35,1.0,0.0264,R1,48.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.14344,
794,146.0,P35,3.0,0.0229,R1,48.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.14344,
795,147.0,P35,4.0,0.0116,R1,48.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.14344,
796,140.0,P35,1.0,0.0228,R6B,48.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.14344,
797,141.0,P35,2.0,0.0184,R6B,48.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.14344,
798,142.0,P35,3.0,0.009699999999999999,R6B,48.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.14344,
799,143.0,P35,4.0,0.0165,R6B,48.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.14344,
800,285.0,P340,2.0,0.0181,R7B,49.0,Europe,Brassicaceae,Brassicaceae,0.03081,
801,282.0,P340,3.0,0.0204,R7A,49.0,Europe,Brassicaceae,Brassicaceae,0.03081,
802,281.0,P340,2.0,0.0271,R7A,49.0,Europe,Brassicaceae,Brassicaceae,0.03081,
803,283.0,P340,4.0,0.0116,R6B,49.0,Europe,Brassicaceae,Brassicaceae,0.03081,
804,282.0,P340,3.0,0.0207,R6B,49.0,Europe,Brassicaceae,Brassicaceae,0.03081,
805,281.0,P340,2.0,0.0289,R6B,49.0,Europe,Brassicaceae,Brassicaceae,0.03081,
806,280.0,P340,1.0,0.022,R6B,49.0,Europe,Brassicaceae,Brassicaceae,0.03081,
807,284.0,P340,1.0,0.0215,R7B,49.0,Europe,Brassicaceae,Brassicaceae,0.03081,
808,283.0,P340,4.0,0.0353,R7A,49.0,Europe,Brassicaceae,Brassicaceae,0.03081,
809,280.0,P340,1.0,0.0,R6A,49.0,Europe,Brassicaceae,Brassicaceae,0.03081,
810,281.0,P340,2.0,0.003,R6A,49.0,Europe,Brassicaceae,Brassicaceae,0.03081,
811,282.0,P340,3.0,0.0,R6A,49.0,Europe,Brassicaceae,Brassicaceae,0.03081,
812,283.0,P340,4.0,0.0125,R6A,49.0,Europe,Brassicaceae,Brassicaceae,0.03081,
813,286.0,P340,3.0,0.0276,R7B,49.0,Europe,Brassicaceae,Brassicaceae,0.03081,
814,287.0,P340,4.0,0.0245,R7B,49.0,Europe,Brassicaceae,Brassicaceae,0.03081,
815,107.0,P25,4.0,0.0099,R3,50.0,Europe,Brassicaceae,Brassicaceae,0.01899,
816,103.0,P25,4.0,0.0219,R4,50.0,Europe,Brassicaceae,Brassicaceae,0.01899,
817,102.0,P25,3.0,0.0272,R4,50.0,Europe,Brassicaceae,Brassicaceae,0.01899,
818,101.0,P25,2.0,0.0313,R4,50.0,Europe,Brassicaceae,Brassicaceae,0.01899,
819,100.0,P25,1.0,0.032100000000000004,R4,50.0,Europe,Brassicaceae,Brassicaceae,0.01899,
820,105.0,P25,2.0,0.0174,R3,50.0,Europe,Brassicaceae,Brassicaceae,0.01899,
821,104.0,P25,1.0,0.0111,R3,50.0,Europe,Brassicaceae,Brassicaceae,0.01899,
822,106.0,P25,3.0,0.0096,R3,50.0,Europe,Brassicaceae,Brassicaceae,0.01899,
823,106.0,P25,3.0,0.0137,R1,50.0,Europe,Brassicaceae,Brassicaceae,0.01899,
824,101.0,P25,2.0,0.0248,R5,50.0,Europe,Brassicaceae,Brassicaceae,0.01899,
825,100.0,P25,1.0,0.0184,R5,50.0,Europe,Brassicaceae,Brassicaceae,0.01899,
826,102.0,P25,3.0,0.02,R5,50.0,Europe,Brassicaceae,Brassicaceae,0.01899,
827,104.0,P25,1.0,0.0574,R1,50.0,Europe,Brassicaceae,Brassicaceae,0.01899,
828,105.0,P25,2.0,0.0161,R1,50.0,Europe,Brassicaceae,Brassicaceae,0.01899,
829,103.0,P25,4.0,0.024300000000000002,R5,50.0,Europe,Brassicaceae,Brassicaceae,0.01899,
830,107.0,P25,4.0,0.0167,R1,50.0,Europe,Brassicaceae,Brassicaceae,0.01899,
831,25.0,P5,2.0,0.0303,R3,51.0,NorthAmerica,Solanaceae,Solanaceae,0.02234,
832,27.0,P5,4.0,0.0214,R1,51.0,NorthAmerica,Solanaceae,Solanaceae,0.02234,
833,23.0,P5,4.0,0.0129,R5,51.0,NorthAmerica,Solanaceae,Solanaceae,0.02234,
834,21.0,P5,2.0,0.007,R5,51.0,NorthAmerica,Solanaceae,Solanaceae,0.02234,
835,20.0,P5,1.0,0.0018,R5,51.0,NorthAmerica,Solanaceae,Solanaceae,0.02234,
836,27.0,P5,4.0,0.0162,R3,51.0,NorthAmerica,Solanaceae,Solanaceae,0.02234,
837,24.0,P5,1.0,0.0458,R3,51.0,NorthAmerica,Solanaceae,Solanaceae,0.02234,
838,20.0,P5,1.0,0.0304,R4,51.0,NorthAmerica,Solanaceae,Solanaceae,0.02234,
839,26.0,P5,3.0,0.0516,R1,51.0,NorthAmerica,Solanaceae,Solanaceae,0.02234,
840,22.0,P5,3.0,0.0159,R4,51.0,NorthAmerica,Solanaceae,Solanaceae,0.02234,
841,26.0,P5,3.0,0.0206,R3,51.0,NorthAmerica,Solanaceae,Solanaceae,0.02234,
842,24.0,P5,1.0,0.0444,R1,51.0,NorthAmerica,Solanaceae,Solanaceae,0.02234,
843,25.0,P5,2.0,0.0183,R1,51.0,NorthAmerica,Solanaceae,Solanaceae,0.02234,
844,21.0,P5,2.0,0.0127,R4,51.0,NorthAmerica,Solanaceae,Solanaceae,0.02234,
845,23.0,P5,4.0,0.0198,R4,51.0,NorthAmerica,Solanaceae,Solanaceae,0.02234,
846,138.0,P34,3.0,0.0146,R6B,52.0,NorthAmerica,Fabaceae,Fabaceae,0.0009,
847,140.0,P34,1.0,0.021,R3,52.0,NorthAmerica,Fabaceae,Fabaceae,0.0009,
848,141.0,P34,2.0,0.0074,R3,52.0,NorthAmerica,Fabaceae,Fabaceae,0.0009,
849,137.0,P34,2.0,0.002,R6B,52.0,NorthAmerica,Fabaceae,Fabaceae,0.0009,
850,136.0,P34,1.0,0.0052,R6B,52.0,NorthAmerica,Fabaceae,Fabaceae,0.0009,
851,142.0,P34,3.0,0.0203,R3,52.0,NorthAmerica,Fabaceae,Fabaceae,0.0009,
852,143.0,P34,4.0,0.0058,R3,52.0,NorthAmerica,Fabaceae,Fabaceae,0.0009,
853,139.0,P34,4.0,0.0124,R6B,52.0,NorthAmerica,Fabaceae,Fabaceae,0.0009,
854,139.0,P34,4.0,0.0003,R6A,52.0,NorthAmerica,Fabaceae,Fabaceae,0.0009,
855,138.0,P34,3.0,0.0035,R6A,52.0,NorthAmerica,Fabaceae,Fabaceae,0.0009,
856,137.0,P34,2.0,0.0013,R6A,52.0,NorthAmerica,Fabaceae,Fabaceae,0.0009,
857,136.0,P34,1.0,0.0015,R6A,52.0,NorthAmerica,Fabaceae,Fabaceae,0.0009,
858,139.0,P34,4.0,0.0022,R7A,52.0,NorthAmerica,Fabaceae,Fabaceae,0.0009,
859,138.0,P34,3.0,0.0111,R7A,52.0,NorthAmerica,Fabaceae,Fabaceae,0.0009,
860,137.0,P34,2.0,0.0109,R7A,52.0,NorthAmerica,Fabaceae,Fabaceae,0.0009,
861,136.0,P34,1.0,0.0027,R7A,52.0,NorthAmerica,Fabaceae,Fabaceae,0.0009,
862,68.0,P17,1.0,0.0085,R7A,53.0,Europe,Not plant,Not plant-isolated,0.0009,
863,68.0,P17,1.0,0.0043,R4,53.0,Europe,Not plant,Not plant-isolated,0.0009,
864,70.0,P17,3.0,0.0148,R4,53.0,Europe,Not plant,Not plant-isolated,0.0009,
865,71.0,P17,4.0,0.011300000000000001,R4,53.0,Europe,Not plant,Not plant-isolated,0.0009,
866,71.0,P17,4.0,0.002,R5,53.0,Europe,Not plant,Not plant-isolated,0.0009,
867,70.0,P17,3.0,0.0308,R5,53.0,Europe,Not plant,Not plant-isolated,0.0009,
868,69.0,P17,2.0,0.008400000000000001,R5,53.0,Europe,Not plant,Not plant-isolated,0.0009,
869,68.0,P17,1.0,0.0291,R5,53.0,Europe,Not plant,Not plant-isolated,0.0009,
870,69.0,P17,2.0,0.0074,R4,53.0,Europe,Not plant,Not plant-isolated,0.0009,
871,73.0,P17,2.0,0.0051,R3,53.0,Europe,Not plant,Not plant-isolated,0.0009,
872,69.0,P17,2.0,0.0042,R7A,53.0,Europe,Not plant,Not plant-isolated,0.0009,
873,70.0,P17,3.0,0.0058,R7A,53.0,Europe,Not plant,Not plant-isolated,0.0009,
874,71.0,P17,4.0,0.0019,R7A,53.0,Europe,Not plant,Not plant-isolated,0.0009,
875,75.0,P17,4.0,0.0,R3,53.0,Europe,Not plant,Not plant-isolated,0.0009,
876,74.0,P17,3.0,0.0061,R3,53.0,Europe,Not plant,Not plant-isolated,0.0009,
877,72.0,P17,1.0,0.0148,R3,53.0,Europe,Not plant,Not plant-isolated,0.0009,
878,17.0,P4,2.0,0.0262,R7B,54.0,NorthAmerica,Rubiaceae,Other dicots,0.07876,
879,18.0,P4,3.0,0.0285,R7B,54.0,NorthAmerica,Rubiaceae,Other dicots,0.07876,
880,23.0,P4,4.0,0.0009,R3,54.0,NorthAmerica,Rubiaceae,Other dicots,0.07876,
881,19.0,P4,4.0,0.0022,R5,54.0,NorthAmerica,Rubiaceae,Other dicots,0.07876,
882,16.0,P4,1.0,0.03,R7A,54.0,NorthAmerica,Rubiaceae,Other dicots,0.07876,
883,18.0,P4,3.0,0.0143,R7A,54.0,NorthAmerica,Rubiaceae,Other dicots,0.07876,
884,16.0,P4,1.0,0.0256,R7B,54.0,NorthAmerica,Rubiaceae,Other dicots,0.07876,
885,20.0,P4,1.0,0.0243,R3,54.0,NorthAmerica,Rubiaceae,Other dicots,0.07876,
886,21.0,P4,2.0,0.0344,R3,54.0,NorthAmerica,Rubiaceae,Other dicots,0.07876,
887,22.0,P4,3.0,0.0229,R3,54.0,NorthAmerica,Rubiaceae,Other dicots,0.07876,
888,17.0,P4,2.0,0.0599,R7A,54.0,NorthAmerica,Rubiaceae,Other dicots,0.07876,
889,19.0,P4,4.0,0.0393,R7B,54.0,NorthAmerica,Rubiaceae,Other dicots,0.07876,
890,19.0,P4,4.0,0.0246,R7A,54.0,NorthAmerica,Rubiaceae,Other dicots,0.07876,
891,17.0,P4,2.0,0.013,R5,54.0,NorthAmerica,Rubiaceae,Other dicots,0.07876,
892,18.0,P4,3.0,0.012,R5,54.0,NorthAmerica,Rubiaceae,Other dicots,0.07876,
893,16.0,P4,1.0,0.0132,R5,54.0,NorthAmerica,Rubiaceae,Other dicots,0.07876,
894,148.0,P38,1.0,0.0172,R5,55.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0033,
895,149.0,P38,2.0,0.0088,R5,55.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0033,
896,151.0,P38,4.0,0.0044,R5,55.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0033,
897,148.0,P38,1.0,0.0321,R7A,55.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0033,
898,150.0,P38,3.0,0.0192,R7A,55.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0033,
899,149.0,P38,2.0,0.0334,R7A,55.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0033,
900,150.0,P38,3.0,0.044,R5,55.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0033,
901,151.0,P38,4.0,0.0133,R7A,55.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0033,
902,148.0,P38,1.0,0.0306,R7B,55.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0033,
903,149.0,P38,2.0,0.0161,R7B,55.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0033,
904,150.0,P38,3.0,0.0117,R7B,55.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0033,
905,151.0,P38,4.0,0.0452,R7B,55.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0033,
906,151.0,P38,4.0,0.008199999999999999,R4,55.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0033,
907,150.0,P38,3.0,0.0101,R4,55.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0033,
908,149.0,P38,2.0,0.0125,R4,55.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0033,
909,148.0,P38,1.0,0.0134,R4,55.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0033,
910,148.0,P36,1.0,0.0362,R1,56.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
911,145.0,P36,2.0,0.013300000000000001,R5,56.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
912,146.0,P36,3.0,0.0029,R5,56.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
913,147.0,P36,4.0,0.0023,R5,56.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
914,150.0,P36,3.0,0.0274,R1,56.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
915,149.0,P36,2.0,0.0178,R1,56.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
916,144.0,P36,1.0,0.0057,R7A,56.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
917,151.0,P36,4.0,0.063,R1,56.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
918,145.0,P36,2.0,0.0336,R7A,56.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
919,146.0,P36,3.0,0.0053,R7A,56.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
920,147.0,P36,4.0,0.0224,R7A,56.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
921,146.0,P36,3.0,0.0297,R4,56.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
922,145.0,P36,2.0,0.012,R4,56.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
923,144.0,P36,1.0,0.0198,R4,56.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
924,147.0,P36,4.0,0.0349,R4,56.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
925,144.0,P36,1.0,0.0015,R5,56.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
926,152.0,P39,1.0,0.0004,R7A,57.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
927,153.0,P39,2.0,0.0026,R7A,57.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
928,152.0,P39,1.0,0.0017,R6A,57.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
929,153.0,P39,2.0,0.0023,R5,57.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
930,154.0,P39,3.0,0.0192,R5,57.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
931,155.0,P39,4.0,0.0351,R5,57.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
932,154.0,P39,3.0,0.0038,R7A,57.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
933,153.0,P39,2.0,0.0,R6A,57.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
934,154.0,P39,3.0,0.0076,R6A,57.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
935,152.0,P39,1.0,0.0035,R5,57.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
936,155.0,P39,4.0,0.0035,R7A,57.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
937,155.0,P39,4.0,0.0,R6A,57.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
938,155.0,P39,4.0,0.004200000000000001,R6B,57.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
939,154.0,P39,3.0,0.032299999999999995,R6B,57.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
940,153.0,P39,2.0,0.0064,R6B,57.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
941,152.0,P39,1.0,0.0,R6B,57.0,NorthAmerica,Cucurbitaceae,Cucurbitaceae,0.0009,
942,293.0,P455,2.0,0.0091,R3,58.0,Europe,Brassicaceae,Brassicaceae,0.0009,
943,293.0,P455,2.0,0.0063,R1,58.0,Europe,Brassicaceae,Brassicaceae,0.0009,
944,294.0,P455,3.0,0.0052,R1,58.0,Europe,Brassicaceae,Brassicaceae,0.0009,
945,295.0,P455,4.0,0.0033,R1,58.0,Europe,Brassicaceae,Brassicaceae,0.0009,
946,292.0,P455,1.0,0.0121,R7B,58.0,Europe,Brassicaceae,Brassicaceae,0.0009,
